"CD_MUN";"NM_MUN";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"2310209";"Paracuru";"12968";"38898";"2,18";"1616,86";"7390186,60";"1212"
"2310258";"Paraipaba";"10783";"32143";"2,13";"1423,15";"2892014,70";"1200"
"2310308";"Parambu";"11126";"31367";"1,80";"1124,68";"1797684,61";"1212"
"2310407";"Paramoti";"3556";"10335";"2,36";"1059,59";"776755,78";"1212"
"2310506";"Pedra Branca";"14229";"40150";"1,91";"1143,13";"1455036,53";"1200"
"2310605";"Penaforte";"2918";"8952";"2,06";"1342,55";"4681409,50";"1200"
"2310704";"Pentecoste";"12719";"37763";"2,26";"1322,32";"2181964,40";"1200"
"2310803";"Pereiro";"5278";"15267";"2,07";"1419,64";"1908255,03";"1212"
"2310852";"Pindoretama";"7999";"23371";"2,17";"1339,86";"2544257,76";"1212"
"2310902";"Piquet Carneiro";"5733";"16599";"1,99";"1294,47";"2655353,88";"1212"
"2310951";"Pires Ferreira";"3261";"10591";"2,78";"1230,40";"2583978,75";"1200"
"2311009";"Poranga";"4211";"12050";"2,02";"1159,55";"1085289,29";"1212"
"2311108";"Porteiras";"5548";"17001";"2,02";"1279,26";"2783038,89";"1200"
"2311207";"Potengi";"3132";"8827";"1,97";"1247,13";"1775264,98";"1200"
"2311231";"Potiretama";"2127";"5953";"1,76";"1187,50";"1665895,29";"1212"
"2311264";"Quiterianópolis";"6944";"20209";"1,81";"1132,86";"1528459,71";"1200"
"2311306";"Quixadá";"28954";"83983";"2,34";"1562,29";"7575327,85";"1212"
"2311355";"Quixelô";"5839";"15904";"1,66";"1174,47";"1475264,81";"1212"
"2311405";"Quixeramobim";"28591";"81978";"2,27";"1421,96";"2747017,19";"1212"
"2311504";"Quixeré";"7738";"20847";"1,74";"1385,93";"1786687,36";"1212"
"2311603";"Redenção";"9133";"27178";"2,21";"1227,04";"1537550,70";"1200"
"2311702";"Reriutaba";"6583";"18602";"2,04";"1265,78";"2992956,96";"1200"
"2311801";"Russas";"26403";"72830";"1,87";"1586,54";"3604632,36";"1212"
"2311900";"Saboeiro";"4926";"13830";"1,89";"1134,83";"1133948,62";"1200"
"2311959";"Salitre";"5358";"16574";"2,07";"1192,97";"197568543,69";"900"
"2312007";"Santana do Acaraú";"9653";"30589";"2,56";"1094,50";"1465700,99";"1100"
"2312106";"Santana do Cariri";"5623";"16911";"2,25";"1067,71";"877771,91";"1000"
"2312205";"Santa Quitéria";"13954";"40102";"1,97";"1267,48";"2208442,44";"1212"
"2312304";"São Benedito";"15596";"47540";"2,17";"1358,88";"3590258,91";"1200"
"2312403";"São Gonçalo do Amarante";"17953";"54084";"2,14";"1563,59";"2986137,90";"1212"
"2312502";"São João do Jaguaribe";"2371";"5855";"1,64";"1228,36";"1030329,23";"1212"
"2312601";"São Luís do Curu";"3862";"10784";"2,00";"1196,95";"1519276,99";"1200"
"2312700";"Senador Pompeu";"8951";"24226";"1,90";"1351,77";"1871956,07";"1212"
"2312809";"Senador Sá";"2420";"7237";"2,15";"1188,98";"1417449,78";"1200"
"2312908";"Sobral";"67982";"201345";"1,99";"1977,14";"24396324,88";"1212"
"2313005";"Solonópole";"6590";"18172";"1,72";"1856,47";"1032491824,51";"1212"
"2313104";"Tabuleiro do Norte";"11732";"30614";"1,59";"1471,57";"2584550,85";"1212"
"2313203";"Tamboril";"8608";"24744";"2,01";"1149,33";"1065261,52";"1200"
"2313252";"Tarrafas";"2661";"7514";"1,88";"1233,92";"1624308,00";"1212"
"2313302";"Tauá";"21103";"61166";"1,98";"1464,32";"3513890,99";"1212"
"2313351";"Tejuçuoca";"5602";"17100";"2,57";"1014,02";"840643,43";"1000"
"2313401";"Tianguá";"25640";"81391";"2,22";"1663,90";"5046610,56";"1212"
"2313500";"Trairi";"18901";"58353";"2,40";"1247,33";"10801352,51";"1200"
"2313559";"Tururu";"5070";"15382";"2,34";"1135,61";"1282496,49";"1200"
"2313609";"Ubajara";"10501";"32725";"2,19";"1580,36";"403315394,59";"1200"
"2313708";"Umari";"2406";"6862";"2,02";"1191,43";"936090,34";"1212"
"2313757";"Umirim";"5656";"17446";"2,63";"1122,82";"1308314,03";"1200"
"2313807";"Uruburetama";"6398";"20186";"2,58";"1282,67";"5005631,13";"1200"
"2313906";"Uruoca";"4663";"13739";"2,09";"1324,33";"235170487,25";"1200"
"2313955";"Varjota";"6118";"18089";"2,06";"1308,60";"2851242,74";"1212"
"2314003";"Várzea Alegre";"14038";"38937";"1,79";"1473,74";"303337600,92";"1212"
"2314102";"Viçosa do Ceará";"18271";"59697";"2,59";"1101,56";"1925602,21";"1000"
"2400109";"Acari";"3810";"10556";"1,94";"1765,15";"3270512,44";"1212"
"2400208";"Açu";"19230";"56422";"2,04";"1743,31";"4933382,62";"1212"
"2400307";"Afonso Bezerra";"3368";"10822";"3,08";"1452,29";"5322832,70";"1212"
"2400406";"Água Nova";"991";"2946";"1,79";"1365,27";"2002518,21";"1212"
"2400505";"Alexandria";"4838";"13599";"1,89";"1398,99";"2995318,71";"1212"
"2400604";"Almino Afonso";"1661";"4684";"1,80";"1500,48";"2985910,57";"1212"
"2400703";"Alto do Rodrigues";"4210";"12450";"1,86";"1610,75";"2345508,86";"1212"
"2400802";"Angicos";"3949";"11626";"2,15";"1575,94";"3508498,57";"1212"
"2400901";"Antônio Martins";"2372";"6577";"1,68";"1285,72";"2270077,15";"1212"
"2401008";"Apodi";"12897";"36033";"1,65";"1522,66";"3639335,85";"1212"
"2401107";"Areia Branca";"8177";"24063";"2,08";"1871,06";"2942017,66";"1212"
"2401206";"Arês";"4258";"13217";"2,49";"1429,48";"2553605,92";"1212"
"2401305";"Campo Grande";"3233";"9730";"2,59";"1358,69";"1624709,73";"1212"
"2401404";"Baía Formosa";"2780";"8819";"2,71";"1633,15";"5359855,29";"1212"
"2401453";"Baraúna";"8870";"26860";"2,00";"1423,94";"3041981,95";"1212"
"2401503";"Barcelona";"1388";"3983";"1,88";"1272,36";"1728152,06";"1212"
"2401602";"Bento Fernandes";"1549";"4745";"2,66";"1277,70";"1403477,69";"1212"
"2401651";"Bodó";"765";"2306";"2,44";"1328,34";"1112101,92";"1212"
"2401701";"Bom Jesus";"3455";"9921";"1,94";"1334,25";"1778772,81";"1212"
"2401800";"Brejinho";"4197";"12171";"1,98";"1501,60";"89297362,66";"1212"
"2401859";"Caiçara do Norte";"1976";"6291";"2,36";"1373,78";"1803937,60";"1200"
"2401909";"Caiçara do Rio do Vento";"1050";"3268";"2,52";"1397,19";"2223022,20";"1212"
"2402006";"Caicó";"22060";"60591";"1,87";"2332,92";"10546666,93";"1212"
"2402105";"Campo Redondo";"3467";"10207";"1,93";"1318,09";"2785451,69";"1212"
"2402204";"Canguaretama";"9169";"29626";"2,56";"1361,20";"1906582,92";"1212"
"2402303";"Caraúbas";"7036";"19624";"1,87";"1460,05";"2662004,89";"1212"
"2402402";"Carnaúba dos Dantas";"2800";"7970";"1,67";"1695,81";"4720845,65";"1212"
"2402501";"Carnaubais";"3234";"9671";"2,17";"1337,36";"1946116,82";"1212"
"2402600";"Ceará-Mirim";"24891";"77837";"2,43";"1518,94";"3094397,23";"1212"
"2402709";"Cerro Corá";"3684";"10983";"1,99";"1429,48";"1810708,03";"1212"
"2402808";"Coronel Ezequiel";"1883";"5117";"1,70";"1139,78";"1020420,81";"1200"
"2402907";"Coronel João Pessoa";"1439";"4232";"1,80";"1359,10";"1463421,45";"1212"
"2403004";"Cruzeta";"2936";"7955";"1,81";"1618,81";"3203064,21";"1212"
"2403103";"Currais Novos";"14619";"41231";"1,85";"2043,33";"7554255,55";"1212"
"2403202";"Doutor Severiano";"2407";"7034";"1,90";"1306,35";"1556555,60";"1212"
"2403251";"Parnamirim";"90149";"252362";"1,76";"3711,31";"773471280,62";"2000"
"2403301";"Encanto";"2015";"6003";"1,84";"1383,86";"2129780,68";"1212"
"2403400";"Equador";"1960";"5360";"1,68";"1339,56";"2176932,80";"1212"
"2403509";"Espírito Santo";"3557";"10615";"2,12";"1211,51";"1336665,23";"1200"
"2403608";"Extremoz";"20470";"61561";"1,97";"1737,28";"3560238,20";"1212"
"2403707";"Felipe Guerra";"2064";"5930";"1,73";"1426,20";"1911240,43";"1212"
"2403756";"Fernando Pedroza";"1053";"2937";"1,82";"1374,96";"4039447,93";"1212"
"2403806";"Florânia";"3398";"10191";"2,28";"1547,59";"3853934,17";"1212"
"2403905";"Francisco Dantas";"987";"2693";"1,51";"1478,78";"2032268,32";"1212"
"2404002";"Frutuoso Gomes";"1529";"4112";"1,86";"1464,37";"4658099,36";"1212"
"2404101";"Galinhos";"624";"2102";"2,87";"1588,86";"2830888,13";"1212"
"2404200";"Goianinha";"8322";"26736";"2,45";"1663,32";"30263418,70";"1212"
"2404309";"Governador Dix-Sept Rosado";"4058";"11927";"2,05";"1425,19";"1938737,45";"1212"
"2404408";"Grossos";"3385";"9897";"1,89";"1678,50";"6434954,77";"1212"
"2404507";"Guamaré";"4911";"15256";"2,31";"1665,18";"4524402,90";"1212"
"2404606";"Ielmo Marinho";"3873";"11601";"2,42";"1040,59";"1022471,88";"1200"
"2404705";"Ipanguaçu";"4471";"14089";"2,34";"1343,69";"1797971,05";"1212"
"2404804";"Ipueira";"777";"2035";"1,60";"1750,98";"3136973,95";"1212"
"2404853";"Itajá";"2398";"7281";"2,15";"1448,19";"5574319,87";"1212"
"2404903";"Itaú";"1900";"5319";"1,87";"1431,32";"8099234,66";"1212"
"2405009";"Jaçanã";"2752";"7832";"2,17";"1235,44";"1122558,37";"1200"
"2405108";"Jandaíra";"2087";"6551";"2,38";"1352,75";"2289774,69";"1212"
"2405207";"Janduís";"1539";"4727";"2,34";"1461,53";"2784132,47";"1212"
"2405306";"Januário Cicco";"3066";"9043";"2,23";"1154,92";"1444416,51";"1200"
"2405405";"Japi";"1764";"5082";"1,86";"1127,66";"1221610,90";"1200"
"2405504";"Jardim de Angicos";"795";"2428";"2,53";"1372,93";"1412764,00";"1212"
"2405603";"Jardim de Piranhas";"4962";"13974";"2,09";"1362,92";"2459334,11";"1212"
"2405702";"Jardim do Seridó";"4467";"11614";"1,48";"1932,93";"9104637,21";"1212"
"2405801";"João Câmara";"10870";"33204";"2,30";"1616,73";"38303153,54";"1200"
"2405900";"João Dias";"754";"2075";"1,95";"1114,00";"1050365,41";"1200"
"2406007";"José da Penha";"2142";"5791";"1,63";"1393,71";"1668264,57";"1212"
"2406106";"Jucurutu";"6346";"17757";"1,72";"1424,22";"2590625,37";"1212"
"2406155";"Jundiá";"1245";"3727";"2,08";"1213,02";"982606,97";"1212"
"2406205";"Lagoa d'Anta";"2195";"6644";"1,96";"1238,69";"1842421,43";"1200"
"2406304";"Lagoa de Pedras";"2575";"7338";"1,98";"1042,62";"1305741,56";"1100"
"2406403";"Lagoa de Velhos";"869";"2548";"2,27";"1463,40";"2814779,19";"1212"
"2406502";"Lagoa Nova";"5106";"15562";"2,08";"1435,23";"4413842,77";"1212"
"2406601";"Lagoa Salgada";"2825";"8305";"2,29";"1160,79";"1048024,02";"1212"
"2406700";"Lajes";"3211";"9849";"2,35";"1572,52";"2895121,80";"1212"
"2406809";"Lajes Pintadas";"1708";"4786";"1,84";"1351,68";"1550048,48";"1212"
"2406908";"Lucrécia";"1200";"3489";"1,83";"1506,27";"3096333,14";"1212"
"2407005";"Luís Gomes";"3002";"9067";"2,12";"1367,44";"3527630,51";"1212"
"2407104";"Macaíba";"28190";"82126";"1,98";"1546,82";"2993471,52";"1212"
"2407203";"Macau";"9656";"27301";"1,97";"2029,94";"211936382,59";"1212"
"2407252";"Major Sales";"1345";"3924";"1,89";"1418,24";"9795741,32";"1212"
"2407302";"Marcelino Vieira";"2729";"7896";"1,70";"1304,86";"2014951,74";"1200"
"2407401";"Martins";"2961";"8179";"1,80";"1633,88";"3164562,71";"1212"
"2407500";"Maxaranguape";"3204";"10208";"2,69";"1348,37";"2222737,57";"1212"
"2407609";"Messias Targino";"1432";"4271";"2,16";"1486,11";"3151719,84";"1212"
"2407708";"Montanhas";"3771";"11442";"2,48";"1344,78";"2021780,09";"1212"
"2407807";"Monte Alegre";"7736";"23018";"2,16";"1398,42";"2744405,39";"1212"
"2407906";"Monte das Gameleiras";"796";"2276";"1,57";"1315,52";"2012328,58";"1212"
"2408003";"Mossoró";"92467";"263529";"1,85";"2633,84";"39180968,90";"1212"
"2408102";"Natal";"270031";"748717";"1,97";"3679,65";"145418730,69";"1500"
"2408201";"Nísia Floresta";"9842";"29449";"2,27";"1649,25";"5392513,94";"1212"
"2408300";"Nova Cruz";"11514";"34098";"2,07";"1441,64";"2733757,02";"1200"
"2408409";"Olho d'Água do Borges";"1399";"3901";"1,76";"2977,91";"2891089136,17";"1212"
"2408508";"Ouro Branco";"1770";"4908";"1,84";"1704,50";"5423209,77";"1212"
"2408607";"Paraná";"1295";"3934";"2,08";"1254,37";"1119219,65";"1212"
"2408706";"Paraú";"1227";"3578";"1,88";"1556,53";"7875265,63";"1212"
"2408805";"Parazinho";"1492";"4795";"2,76";"1332,69";"1887163,71";"1212"
"2408904";"Parelhas";"7753";"21436";"1,74";"1828,42";"5453480,30";"1212"
"2408953";"Rio do Fogo";"3128";"10297";"2,59";"1296,88";"1785271,06";"1200"
"2409100";"Passa e Fica";"3791";"10851";"1,83";"1214,54";"7538244,58";"1200"
"2409209";"Passagem";"1077";"3115";"1,85";"1288,25";"1114337,57";"1212"
"2409308";"Patu";"4030";"10987";"1,75";"1611,25";"3853417,88";"1212"
"2409332";"Santa Maria";"1630";"4838";"2,18";"1296,29";"1753868,96";"1212"
"2409407";"Pau dos Ferros";"10776";"30221";"1,83";"2074,56";"6678889,14";"1212"
"2409506";"Pedra Grande";"1093";"3598";"2,33";"1469,44";"3603573,51";"1212"
"2409605";"Pedra Preta";"780";"2433";"2,20";"1438,93";"2141645,92";"1212"
"2409704";"Pedro Avelino";"2064";"6237";"2,33";"1619,19";"31096434,02";"1200"
"2409803";"Pedro Velho";"4496";"13821";"2,50";"1287,51";"2068557,78";"1200"
"2409902";"Pendências";"4206";"12268";"2,12";"1658,11";"5356344,07";"1212"
"2410009";"Pilões";"1045";"2961";"1,81";"1214,44";"781127,14";"1212"
"2410108";"Poço Branco";"3841";"12354";"2,88";"1220,64";"1531625,49";"1212"
"2410207";"Portalegre";"2689";"7600";"1,92";"1489,43";"3371091,87";"1212"
"2410256";"Porto do Mangue";"1734";"5206";"2,09";"1759,39";"391587831,65";"1212"
"2410306";"Serra Caiada";"3206";"10099";"2,90";"1243,63";"2736283,50";"1200"
"2410405";"Pureza";"3027";"9346";"2,68";"1172,70";"1301564,96";"1212"
"2410504";"Rafael Fernandes";"1879";"5428";"1,81";"1576,37";"7146100,97";"1212"
"2410603";"Rafael Godeiro";"1070";"2933";"1,76";"1399,66";"2864448,10";"1212"
"2410702";"Riacho da Cruz";"932";"2701";"2,20";"1386,35";"2216101,87";"1212"
"2410801";"Riacho de Santana";"1439";"4127";"1,79";"1241,41";"1345006,50";"1212"
"2410900";"Riachuelo";"2345";"7375";"2,49";"1378,06";"2774875,35";"1212"
"2411007";"Rodolfo Fernandes";"1518";"4242";"1,79";"1118,20";"898739,49";"1212"
"2411056";"Tibau";"1843";"5332";"2,17";"1585,05";"2494681,37";"1212"
"2411106";"Ruy Barbosa";"1090";"3191";"2,04";"1291,72";"1040767,65";"1212"
"2411205";"Santa Cruz";"12786";"37279";"1,91";"1765,82";"4840483,97";"1212"
"2411403";"Santana do Matos";"4476";"12454";"1,92";"1295,81";"1764631,40";"1212"
"2411429";"Santana do Seridó";"921";"2692";"1,78";"1695,33";"3489092,49";"1212"
"2411502";"Santo Antônio";"7694";"22169";"1,93";"1421,27";"3353946,89";"1212"
"2411601";"São Bento do Norte";"1046";"3289";"2,20";"1405,19";"1367011,08";"1212"
"2411700";"São Bento do Trairí";"1295";"3790";"1,95";"1263,26";"2005327,27";"1212"
"2411809";"São Fernando";"1242";"3492";"2,05";"1771,70";"3968850,45";"1212"
"2411908";"São Francisco do Oeste";"1480";"4159";"1,53";"1523,82";"1874669,17";"1212"
"2412005";"São Gonçalo do Amarante";"39821";"115681";"1,89";"1749,41";"3277188,53";"1212"
"2412104";"São João do Sabugi";"2256";"5954";"1,76";"1714,33";"4122586,29";"1212"
"2412203";"São José de Mipibu";"15659";"47181";"2,15";"1582,00";"2782339,81";"1212"
"2412302";"São José do Campestre";"3718";"11119";"2,49";"1344,88";"2000480,24";"1212"
"2412401";"São José do Seridó";"1546";"4539";"2,12";"1771,35";"3448003,02";"1212"
"2412500";"São Miguel";"8266";"23517";"1,92";"1447,21";"2595717,50";"1200"
"2412559";"São Miguel do Gostoso";"3210";"10196";"2,51";"1568,12";"3102331,26";"1212"
"2412609";"São Paulo do Potengi";"5875";"16750";"1,91";"1503,20";"6547420,79";"1212"
"2412708";"São Pedro";"1925";"5760";"2,28";"1333,45";"1760238,88";"1212"
"2412807";"São Rafael";"2734";"7710";"2,10";"1340,01";"1759794,27";"1212"
"2412906";"São Tomé";"3523";"9932";"2,04";"1304,14";"2312093,86";"1212"
"2413003";"São Vicente";"2218";"6307";"1,64";"1506,49";"2163397,72";"1212"
"2413102";"Senador Elói de Souza";"2037";"5958";"2,13";"1340,83";"50249622,23";"1200"
"2413201";"Senador Georgino Avelino";"1250";"4054";"2,54";"1398,03";"1702510,11";"1212"
"2413300";"Serra de São Bento";"1929";"5674";"2,09";"1324,68";"2335645,68";"1212"
"2413359";"Serra do Mel";"4235";"13051";"2,01";"1394,16";"6955001,57";"1212"
"2413409";"Serra Negra do Norte";"2591";"7587";"2,18";"1524,71";"3436726,96";"1212"
"2413508";"Serrinha";"2245";"6417";"2,02";"1279,56";"1509611,36";"1210"
"2413557";"Serrinha dos Pintos";"1681";"4648";"1,56";"1325,20";"1883663,14";"1212"
"2413607";"Severiano Melo";"1983";"5481";"1,74";"1363,07";"1836627,40";"1200"
"2413706";"Sítio Novo";"1673";"4649";"1,82";"1270,68";"1500097,09";"1212"
"2413805";"Taboleiro Grande";"824";"2338";"2,07";"1409,80";"3680201,33";"1212"
"2413904";"Taipu";"3643";"11400";"2,55";"1242,53";"1255786,28";"1212"
"2414001";"Tangará";"4485";"13252";"2,06";"1306,46";"1899709,23";"1200"
"2414100";"Tenente Ananias";"3392";"10235";"1,95";"1280,69";"2447688,45";"1212"
"2414159";"Tenente Laurentino Cruz";"1977";"5890";"1,88";"2041,18";"912521602,87";"1212"
"2414209";"Tibau do Sul";"5985";"16911";"2,31";"2261,30";"25230356,66";"1212"
"2414308";"Timbaúba dos Batistas";"844";"2344";"1,93";"1775,87";"2809241,32";"1212"
"2414407";"Touros";"10430";"33011";"2,49";"1329,55";"2601618,92";"1200"
"2414456";"Triunfo Potiguar";"1128";"3340";"2,07";"1305,40";"2868722,88";"1212"
"2414506";"Umarizal";"3696";"10073";"1,84";"1445,20";"2609457,83";"1212"
"2414605";"Upanema";"4676";"13573";"1,85";"1431,17";"2720301,96";"1212"
"2414704";"Várzea";"1810";"5229";"2,10";"1338,07";"1311487,59";"1200"
"2414753";"Venha-Ver";"1017";"3014";"1,66";"1319,87";"1275668,67";"1200"
"2414803";"Vera Cruz";"3553";"10715";"2,09";"1319,20";"1630852,90";"1212"
"2414902";"Viçosa";"636";"1821";"1,92";"1403,30";"1470175,87";"1212"
"2415008";"Vila Flor";"987";"3173";"2,42";"1444,53";"1409132,36";"1212"
"2500106";"Água Branca";"3267";"9335";"1,86";"1257,49";"1891176,39";"1200"
"2500205";"Aguiar";"1836";"5003";"1,80";"1454,94";"1690557,33";"1200"
"2500304";"Alagoa Grande";"8782";"26006";"2,29";"1304,17";"1766715,47";"1212"
"2500403";"Alagoa Nova";"6993";"20972";"2,32";"1260,82";"1401840,79";"1212"
"2500502";"Alagoinha";"4425";"13700";"2,50";"1299,36";"2108490,15";"1212"
"2500536";"Alcantil";"1999";"5574";"1,91";"1153,39";"629294,41";"1200"
"2500577";"Algodão de Jandaíra";"968";"2929";"2,25";"981,62";"453521,27";"1212"
"2500601";"Alhandra";"7140";"21658";"2,35";"1355,44";"2172828,10";"1212"
"2500700";"São João do Rio do Peixe";"6317";"17902";"1,90";"1528,39";"2939196,62";"1212"
"2500734";"Amparo";"792";"2234";"2,04";"1162,28";"1042612,69";"1200"
"2500775";"Aparecida";"2693";"7954";"1,84";"1231,99";"950549,88";"1212"
"2500809";"Araçagi";"5694";"16643";"2,19";"1084,67";"959940,92";"1200"
"2500908";"Arara";"4333";"12207";"2,15";"1254,81";"1142838,91";"1200"
"2501005";"Araruna";"5768";"17141";"1,83";"1271,28";"2167848,28";"1200"
"2501104";"Areia";"7361";"22581";"2,43";"1956,22";"488551431,58";"1212"
"2501153";"Areia de Baraúnas";"673";"2005";"2,43";"1165,40";"1233428,04";"1212"
"2501203";"Areial";"2469";"7127";"1,98";"1343,31";"2982968,12";"1212"
"2501302";"Aroeiras";"6588";"18674";"2,07";"1098,17";"1105319,13";"1200"
"2501351";"Assunção";"1395";"4143";"2,40";"1186,51";"1540346,32";"1212"
"2501401";"Baía da Traição";"2791";"9192";"3,12";"1284,27";"3453536,82";"1212"
"2501500";"Bananeiras";"7524";"23040";"2,24";"1673,75";"18427383,32";"1212"
"2501534";"Baraúna";"1729";"4758";"1,91";"1153,31";"968570,44";"1200"
"2501575";"Barra de Santana";"2938";"8056";"1,91";"1008,31";"649327,58";"1200"
"2501609";"Barra de Santa Rosa";"4843";"12901";"1,68";"1187,71";"3665980,48";"1200"
"2501708";"Barra de São Miguel";"2105";"5904";"1,85";"1170,55";"1419668,69";"1200"
"2501807";"Bayeux";"28049";"82556";"2,19";"1496,37";"2424900,66";"1212"
"2501906";"Belém";"5838";"16316";"2,04";"1317,78";"4056358,86";"1212"
"2502003";"Belém do Brejo do Cruz";"2107";"6268";"2,01";"1280,97";"2861713,92";"1212"
"2502052";"Bernardino Batista";"1124";"3504";"2,05";"1332,95";"2597552,26";"1212"
"2502102";"Boa Ventura";"1730";"5197";"2,24";"1342,90";"4348868,31";"1200"
"2502151";"Boa Vista";"2150";"6373";"1,95";"1608,39";"2973301,38";"1212"
"2502201";"Bom Jesus";"805";"2286";"2,00";"1357,66";"1815185,43";"1212"
"2502300";"Bom Sucesso";"1725";"4658";"1,55";"1279,70";"1929322,62";"1212"
"2502409";"Bonito de Santa Fé";"3349";"10237";"2,25";"1278,83";"2110630,46";"1212"
"2502508";"Boqueirão";"5966";"17545";"2,18";"1307,98";"1595291,77";"1212"
"2502607";"Igaracy";"2022";"5627";"1,78";"1239,00";"1208145,62";"1212"
"2502706";"Borborema";"1393";"4201";"2,30";"1230,27";"1331682,26";"1200"
"2502805";"Brejo do Cruz";"4646";"13596";"1,99";"1258,82";"2110134,81";"1212"
"2502904";"Brejo dos Santos";"1982";"5742";"1,78";"1554,40";"3554894,12";"1212"
"2503001";"Caaporã";"6830";"21187";"2,34";"1299,68";"1295964,92";"1212"
"2503100";"Cabaceiras";"1877";"5334";"2,00";"1468,06";"1912264,36";"1212"
"2503209";"Cabedelo";"22762";"66237";"2,12";"3609,64";"75099370,63";"1400"
"2503308";"Cachoeira dos Índios";"3132";"9149";"2,09";"1174,75";"1190390,35";"1212"
"2503407";"Cacimba de Areia";"1128";"3281";"1,82";"1076,00";"944364,39";"1212"
"2503506";"Cacimba de Dentro";"5426";"16052";"2,17";"1216,20";"2192334,45";"1200"
"2503555";"Cacimbas";"2289";"7218";"3,10";"1038,76";"703065,28";"800"
"2503605";"Caiçara";"2258";"6602";"2,03";"1224,40";"1589994,14";"1212"
"2503704";"Cajazeiras";"22351";"62809";"1,86";"1961,33";"8017452,10";"1212"
"2503753";"Cajazeirinhas";"883";"2736";"2,17";"1221,81";"1175523,93";"1212"
"2503803";"Caldas Brandão";"2015";"5748";"1,93";"1206,48";"2459245,89";"1212"
"2503902";"Camalaú";"2423";"6057";"1,60";"1113,97";"967339,09";"1200"
"2504009";"Campina Grande";"147103";"416889";"1,98";"2595,27";"21879000,12";"1212"
"2504033";"Capim";"2194";"6964";"2,48";"1140,13";"857388,22";"1212"
"2504074";"Caraúbas";"1453";"3944";"1,89";"1261,85";"984378,98";"1212"
"2504108";"Carrapateira";"754";"2312";"1,64";"1262,10";"1110307,84";"1200"
"2504157";"Casserengue";"2412";"6888";"2,11";"1143,64";"3806348,43";"1200"
"2504207";"Catingueira";"1452";"4491";"2,23";"1270,48";"2516751,42";"1212"
"2504306";"Catolé do Rocha";"10631";"30470";"1,88";"1652,94";"4176971,27";"1212"
"2504355";"Caturité";"1802";"5254";"1,77";"1266,55";"1752974,60";"1212"
"2504405";"Conceição";"6227";"18207";"2,01";"1464,30";"5418799,96";"1200"
"2504504";"Condado";"2275";"6431";"2,06";"1365,82";"2473076,06";"1212"
"2504603";"Conde";"8964";"27427";"2,49";"1605,35";"4358515,68";"1212"
"2504702";"Congo";"1869";"4930";"1,88";"1229,30";"1289973,65";"1200"
"2504801";"Coremas";"5086";"14604";"1,99";"1363,40";"2564415,68";"1200"
"2504850";"Coxixola";"734";"1824";"1,46";"1344,62";"1712727,81";"1212"
"2504900";"Cruz do Espírito Santo";"5362";"17089";"2,49";"1177,64";"796776,55";"1212"
"2505006";"Cubati";"2627";"7542";"2,12";"1156,74";"1000338,74";"1212"
"2505105";"Cuité";"6930";"19624";"1,83";"1353,24";"2835951,71";"1200"
"2505204";"Cuitegi";"2198";"6730";"2,27";"1149,14";"881436,61";"1212"
"2505238";"Cuité de Mamanguape";"2102";"6245";"2,16";"1143,99";"1564324,15";"1200"
"2505279";"Curral de Cima";"1759";"5254";"2,15";"1120,81";"1000522,13";"1200"
"2505303";"Curral Velho";"739";"2287";"2,00";"1222,08";"858304,17";"1200"
"2505352";"Damião";"1788";"4980";"1,70";"1079,57";"2269823,86";"1200"
"2505402";"Desterro";"2842";"8067";"1,83";"1191,14";"4369002,34";"1212"
"2505501";"Vista Serrana";"1197";"3641";"2,03";"1250,77";"1341291,71";"1200"
"2505600";"Diamante";"2097";"6299";"2,03";"1222,78";"2329890,12";"1212"
"2505709";"Dona Inês";"3580";"10337";"2,06";"1139,25";"1531998,74";"1200"
"2505808";"Duas Estradas";"1166";"3315";"2,22";"1162,62";"913158,94";"1200"
"2505907";"Emas";"974";"3001";"2,34";"1354,82";"1310797,58";"1212"
"2506004";"Esperança";"10821";"31141";"1,94";"1504,44";"2481658,60";"1212"
"2506103";"Fagundes";"3784";"11046";"2,26";"1157,15";"1867486,86";"1200"
"2506202";"Frei Martinho";"1085";"2841";"1,50";"1404,70";"3090275,57";"1212"
"2506251";"Gado Bravo";"2749";"8175";"2,20";"985,35";"573278,28";"1200"
"2506301";"Guarabira";"19739";"57008";"1,94";"1807,49";"5864506,10";"1212"
"2506400";"Gurinhém";"4535";"13757";"2,23";"1224,24";"1499133,79";"1200"
"2506509";"Gurjão";"1145";"3240";"2,13";"1269,95";"944716,31";"1212"
"2506608";"Ibiara";"2017";"5627";"2,00";"1308,19";"2495799,24";"1212"
"2506707";"Imaculada";"3408";"10378";"2,34";"1118,75";"1040199,35";"1000"
"2506806";"Ingá";"6073";"17628";"2,06";"1306,21";"1570353,70";"1212"
"2506905";"Itabaiana";"8292";"23076";"1,89";"1488,46";"2229099,64";"1212"
"2507002";"Itaporanga";"8181";"23841";"1,97";"1692,38";"5306772,05";"1212"
"2507101";"Itapororoca";"6058";"18376";"2,18";"1239,97";"9761790,27";"1200"
"2507200";"Itatuba";"3484";"10459";"2,30";"1172,80";"1548521,50";"1212"
"2507309";"Jacaraú";"4970";"14449";"2,26";"1225,68";"1994174,16";"1200"
"2507408";"Jericó";"2518";"7505";"1,93";"1330,87";"1525058,36";"1212"
"2507507";"João Pessoa";"296192";"828388";"1,93";"3544,10";"49781964,93";"1600"
